USERNAME,TEAMID
vryomokm5701,26
qougfgxa90056,65
pykmatcv9683,295
vaetweyt51243,303
vyoymihr72287,925
twqrrdeq93024,564
vxklhaqb39302,797
lkjmfxkd17254,920
cyylqtgl17175,194
bwgnyfev69811,529
ygavwxgg37744,843
ytfvryfu43712,137
lgsfheej57383,790
pifdirjy91100,332
sjadronl61449,998
favdybem43570,312
aphfxejk75770,357
gppqetpj26580,880
fykcssmb45313,67
fhayiemo8607,299
iwmgbcvo25317,233
knvldkaf66609,633
ghckncgx44020,833
xutoxgjn64212,209
mscbgdfh39940,162
mmttqhbp31341,863
mqglgaum45768,254
wqxwbhwm8561,714
dusglimb89820,766
dtlxyqdb66693,314
avnhdjrh12428,293
lpcoxxix44105,146
ogktmivo50319,104
nfmokgvu46145,616
enkkpyvf24037,849
jhjnkcoa38610,883
chmaguha74134,881
bujlcyyr29504,87
lbufbtbw32409,443
sexxjawg72899,797
vhadcbry81754,118
bsjbbrfo47437,815
dwwbpmhs50132,640
avqjutwu62122,746
blkmeksv13913,356
lpfvaqfb11161,140
dcyjybyb30858,372
mmunytjt59677,382
wjjfdmko8849,712
qiotxneq68666,904
snelmpoh18031,604
rppvfsen77901,767
wildbfyu97878,341
gaoynbqu55557,120
inhotupt65646,58
uacfnvyq85856,555
tioqxqrb34169,137
jdlykqaw11521,924
rcpgummy60080,904
xblulbkn69682,745
dhpkmabw96025,728
ytmacfri60383,940
nhpuhxey96364,638
prwmnxao63315,260
eqsxrlqw29874,86
lmubhpdp76881,446
rsajeogh86636,562
nscbmatx86801,847
dmgeqgtn26203,313
iflinefd85238,953
btussupg5875,587
rwtakaxr49876,65
bvhdklfl41257,431
mvdcdvsb64547,98
lqvmsysp1372,274
actlugjf6820,357
qtirjkai8569,231
otqordaf55301,959
nwesxjsh21569,315
oadasiqo71601,461
hxyxvxje3955,499
wjyfukir92294,187
omfmdbxg41340,903
rmsgtsar29028,661
njrjdune57077,192
wcflqwjv8407,569
wmtnqxpg87541,665
avjtgfae889,642
xcdvfpfo23660,376
lldibvve83775,922
gfmcokqu93650,117
xgkkipjs51032,939
jmvnalkj60532,988
upobjtwk36329,414
cfhsbska36712,824
nvwfloxu42232,249
itijglmb69302,752
mgfpgxuf76109,735
eekkpats35739,700
hrukawwi75392,93
pkwyyddu99670,793
lcufikdl70916,699
ngipkxkf13723,152
riuwgeuc74183,597
cjsnrflx27991,796
rvstrblm95835,198
vulqwpiy53041,9
bdwceiqj98659,388
qpxbyxvk53264,745
wmttihlk63032,607
guubtdec97871,407
obkmjvuf97268,862
xkjcagtr74414,576
flndmkci54835,38
qgoxdqrq80376,105
nehgqosj32437,324
rxgfmcav42253,314
pcuibtxw7179,54
gtiiwpmi76871,891
dbpkgemb39925,755
ehqwndqn1296,497
wufvmyvf15023,748
gqnwrrgq19617,38
deectohv5529,222
tmkmfpyy60838,960
sheajiic58746,284
dkgddkbl20533,2
ypsibxgp70137,156
dqumlhyq64509,295
ewoldcrj71700,303
hovqygit82725,789
wljtyski97402,39
nhveqcsr46068,562
ewpqpgok97006,817
fvafhijl5390,699
tfkoknsc63502,224
epuheuku89945,47
hymafqxd6988,461
pxijigvn9661,377
ynckcdcj54226,906
woiuenjl35571,152
famgpjaf80415,244
bolxftay38800,372
ujkhxxhx79000,491
hxpbdnva93592,730
tcsfwlvi61702,173
togempep12198,628
nejlhaqm36086,881
kdekrvnh62530,418
ngdmfchn47848,371
xfrakfar34696,626
itvunikw90273,407
ertxobbx64544,807
tsdmnmqo76807,586
fhigdtbo92988,93
upabupji45413,435
cpgckbyt38876,497
mkfvwxfb12861,203
acagvslc88618,479
wnneuesu24227,880
utvspryy60966,355
ocvovaef53330,144
yisxyyfs89920,644
ooqrcbgu87835,152
fmtamqka76675,558
ilqcdrfg2103,289
ilcfeplh3581,455
jvnbpsnw56217,271
ekcypnck68809,218
yhbfcvrr82559,287
pjsgmcmg95886,211
qojhhuqm14130,160
cbtsclli96572,666
grlucmqp88617,900
fsbujtoe16546,111
uhfjhame11438,375
fscsqyjt73409,708
cenienbl94025,245
aebfhcot3960,194
gekhvrou93919,773
lgqblkvl75178,427
mdvmlyqe68644,568
qqxxmsby74978,448
xgbdrfeq23208,864
wuoufgeo94063,329
dsfxxxpr73723,436
xjjaggxj28031,26
ixsvocal71314,868
thjhstxy79411,927
mlnxxpux32620,462
wixmhdxg13676,757
bqeeaxjq98606,711
yxpectuv31500,46
owqkuhsg943,955
hrxewcrc48910,404
rdvvuvcd51622,480
mtkqxgls39405,451
oecyugan80716,116
xhmfprvq82497,353
emopthdp39054,82
wyunbvql78435,581
ngeevgrj54252,663
dqgysrpj35410,671
duhtjmrt70562,113
gitlewpt8995,485
neoeuvrh31798,9
tdrmaigb74051,735
lvoofycv69568,198
qvoxcjju42124,251
ivvfieiw37075,378
lppikqom91279,864
csofdydm93765,287
edbixjui63698,512
wahmyhai77583,484
aunmkbkb1717,649
abyfhase22835,682
egfbgwqn31290,838
fskrybry71566,653
rrulcqgu77291,924
cikuhwqc99495,792
cvxgsctk87802,81
gyfnolpk29526,520
wjiiuoqt78510,563
yypjavld31342,861
hmmojnou54601,991
oguenuyx12304,667
qjctbsdu58760,559
mgkktvvm91791,182
tnoeclmj98014,669
qmvdckmn11719,853
ywbvrtqt45900,53
hxmqlyol75302,554
olmcafpv82708,670
xjmgcsjh29001,695
yfrxuopp28748,277
epdpafdi96084,975
syscvqqg55433,830
sujonqju45518,938
jgbbbxfj3405,593
jyhjinwc37137,831
rigioiid22905,122
gjsmijqu8631,694
sfrsdtjj56002,66
bfcemskf85616,87
dobulqnh16199,122
wdpnniyx81007,270
uumigppb87830,268
kenykfco13763,234
bulltovo57168,887
xapkiqqs25283,476
ovtkttpu8769,249
lbvokyvn90501,985
yeuufhhl68579,323
hytfvwlo20196,536
xrwqjuoy54094,880
hjwbpnkv33711,989
tsklikcu92402,350
nxbwqxbn31624,978
nmwxexqw3854,985
cnwxmylq37274,60
iwgkdgvp9316,436
fwkinpxr85991,134
manfahjj5422,982
mgrwxuaf32746,672
yxirrire73786,317
tdigomac17052,135
dutocagh31403,945
wligndxh71364,728
ncpiaebc6828,968
uqoyxitt84522,522
lcoxmsjn24006,309
pqxtghgv34577,859
kuqxrtiy11510,136
thhmbqto86355,850
fxugslfc4634,632
pgvtslpp9923,748
esftnvta3150,10
bnbfsfxc11838,928
tfhagqsl53070,123
kligucml89226,246
sruxebaf69676,843
mthtfqla7555,556
jccbhkcg84693,874
sgwasbyn77282,269
iovclfrc3159,586
pffaqhvg54520,901
dmlleiqv77927,974
niakyqnw17463,742
xpvdyrsa68694,854
vyxbtblj77801,884
piuqsfys32006,973
pqmvdxgy71668,92
ayjccshq1878,798
ivoamoxf35222,209
lqjiehgy58198,359
uphhkjqs12446,33
xcwpktbw50030,682
animckek59913,919
aprjkljl31895,11
ouhgmajl13433,663
qfhyjqbd99765,252
yytqqfxr50990,589
xjsrrtwi60760,803
sbhxuorl47112,118
qddervxp54349,197
fmodrqex36908,563
iccnpkyy46095,819
gtxbmxjg25000,282
hylwxtke55642,273
dstmvomn57119,840
jtdknseo41975,845
rgcuiuip39505,322
wshakhwb62166,917
qyofvubb35949,493
rbkmvrvg39651,109
hmcjdnox92994,37
gqsvliea28102,397
awoeopac44097,767
ohahdury31514,433
gsgmgwin23233,279
nbewdyje47443,835
oejhrvyh71831,209
skspmvsq33062,259
bglnfyux60671,960
xfmwduuy53988,656
lxluwigy59377,474
lcwovheq65771,230
pffhktcq75888,383
nlfcjoma94618,282
hvyhrvof58907,690
fibulwwp30014,266
juasmaqu3720,911
uhwfxnot15292,145
fpswjaho22894,497
rdyvdugb21809,335
xlqgfaoc52984,224
gikdvlyr27314,323
xqwpaeos43181,147
dubxgfsu70393,352
cxnkxqju36267,674
xjhemesw43694,376
qhjtjhla86971,295
xvqdqbbo2212,904
hghwerab79928,482
lwqxpypq1720,192
xigjfudf2334,361
kumvtpfo58289,735
aebyjgmk99448,787
lstfvjyw13610,914
ddvalasw90159,580
anuduads19386,192
fcrxlpdm48870,803
dpnvsdxf10740,258
uahudgye65609,136
amswkmag16511,61
xabyufwr80787,584
bfrudblw71933,798
rajljoke55227,999
tsvohdxk31376,499
wgollvxs73959,147
noikumyo52844,26
oilhdind3027,339
fytdjnpe15072,989
fhnkdmon16355,970
llkhsydl56847,255
nhvwejrl81744,664
veqlicqs77158,525
veaeonur51490,104
vdscvalj13215,683
xixcuoax32971,38
hdugtcxe26044,447
ctbujuxo23262,412
sgxlphdr54105,187
axbgfhha81940,28
wgdcggfa62386,642
rwwlolji78806,687
cxwxjxyp6947,660
icjsfdnq99894,244
qhvcsjxy53774,35
hnuqjqvt14951,652
svgsqgno40787,952
fixleqjl11597,610
ygtwadpk46438,567
cfmjibck77374,97
muqwcfrk36461,749
dxylfymi69882,742
mohihwxw89749,102
kbirmtuh47033,650
tckbpftj67566,930
ightqrjh44316,62
pobekfkd78852,955
bwdreqju74642,957
guwbjiow11261,245
ghxmlcum96909,526
awjvaqbm43480,975
pcsoonju46039,240
iiefeejw28390,365
fjdenydg40865,96
ldtkpqtq36295,391
xtfneujj91311,525
hmpgyhje79907,621
jiykivgc6962,333
tuprpydt99043,845
avhygtwx68561,15
mxuuohka68793,6
srlbugab61496,746
wfrqfipl10707,306
jicerfyw85721,375
pwnicxib26219,246
msnqwnop51761,766
tkejcake45815,823
tsrigoef42716,933
oqstwxkx80800,21
ifwguedq73265,484
mawjauow96590,286
hckwurmu4776,48
wdmqkrhu77361,633
imwimeft82152,523
mfnnccdq36318,650
ahkmruco41356,147
qamqufqw37134,705
qscmmxym1221,681
ewbuelca29935,309
venobaxi91215,188
nrymdxfs74801,720
ngrfqwdj89313,220
hhlvkwmk17727,566
nhgbmymj36463,554
crqcfimi12519,465
hbbljvbb73799,923
whbinlfi26880,379
kyvhywyq98195,631
iqbypxnn58930,696
ahfgcrdu66572,314
onhetptl90020,844
nlqifqum85383,570
pnbpnmdx42637,598
vcosspem12228,659
hpkaohwq72496,78
jtwknbiu59779,989
ddkpmurs16124,848
mnlcocob39407,621
cymjoqod38786,478
vpscdxvf98939,627
btgpnxvt72203,349
olutbolq14121,716
xtgdbogj10519,519
veeshhbw68803,187
owdywwda38142,957
isakgtmn15140,931
brkuhthv94092,540
rpnpnpfw40565,891
mnxqhjdn39073,757
hsskfneo81317,145
mnfacjyx83367,223
sbdvclmv10518,485
duprosyv45596,719
fynxkuxo1073,224
akbwqopa63760,685
jujpqysn8205,707
dadhmbtm48217,783
ylmxgjxx41777,926
mtxbfvgi72512,393
ihvsofcf3556,469
goeujirl23265,705
qusruyvv42586,984
lweyaync93277,329
atunuvfs46142,259
dronwaoc82062,225
fmjhwcbk15655,14
sddaeymu88819,106
csnvlhpo97517,512
aruvwqot18857,360
okjhpcyf30039,105
rigojbcj99921,976
psedrxgc40468,960
fpqxgqrg99398,921
njpitfsf75218,238
exssodib64018,911
xltmxodr76653,211
ysmdxpxl54461,529
mefjdhbj24515,901
ovrpebia32950,214
gndgxrhn44495,63
taieqmqb72112,732
ngepuuch49462,540
glrrscra92001,339
dgrxesva20718,300
bwxruajo1071,22
fqvjsnbk53056,710
wktyeqpt9471,867
petadtan86720,990
ahsdxkex9949,815
kteleeqg22690,71
orvbedrw70685,826
cfxnqiiw72426,522
gshceigo65497,722
kajostbi22993,595
lbsnehjp74314,804
jxtwuxyw10319,891
bubrgyic22626,673
ipmqynaf76759,625
tprikjyf94353,537
ilcnpukx60943,993
tmrqanvn41099,709
brrwaamq5449,649
nkkujodr37106,916
vygjlnqx93809,920
bvwdwxly70744,503
ghtthpgx27782,933
qxxsjerj46192,612
xxthmjad33024,522
lvcfvlye70512,942
csbnkilo37558,388
odjfbegm33614,747
kxlnxyjm4241,734
qmmbqoso53282,318
qembwunv7793,290
xrwkafgo41611,315
ebuhiayl39970,414
cpnlqjee71460,960
wimsdiqs94793,749
meqlfrpw62595,287
aslmrbpb31037,719
jrieeycc84559,359
akcvsjsx38478,39
stavfuwm71394,592
elobuwml31391,241
jtrqxanl75954,120
hqxpeyxd81093,183
fhiqvosp48122,423
xuvkbbyd52369,435
hehcuvcp7712,289
radmlpri51659,405
swlnnjcm95459,545
elowovjo6121,83
brlexurt31692,882
rtnvyxxa89474,346
lwwedcdm77770,558
qlknrqme82266,784
hanegjhm96726,681
aatvebeg1842,164
pmngkgcp37379,310
vwhlkyrp68725,753
qgldnhyq17212,613
hpygknpb80699,889
dowlraii65189,880
deomhrxl50016,401
onxioaao96561,277
mthbmjbe23543,678
dccwjtrs28902,851
lxgygkan44049,480
wylrerwk18619,436
qqvffice31812,841
oklhofkw89259,794
brbipnik61404,768
mexvtqyt50450,543
pfdhckgr83665,759
rkqvmngw54863,159
elwxyouf97261,574
kxvdkifs20743,613
klvrpwvk3607,94
tnrvfiqk57531,21
nmaltyqk90626,550
mrtklfll65964,9
dmmousyd76369,893
itejlutb48468,365
auuyqvxe10749,564
wjqsepvo59944,962
yayeotco76776,488
xabmdxud45989,850
ihieoggh54780,656
cydqdxym67921,885
emogveal13398,307
rgcpvdxm87346,258
gjhmswuq68150,301
gwgsjyrl90607,806
lvgcefxh8022,984
vmpxtfvf63393,49
wdkbkriv19746,518
voihwmgw90281,474
jfaxmpvm57991,387
tpdmbqhj39497,724
cvkutcjm94805,542
tnukkfbw13979,966
wpbuwdmr54648,449
ipkhvfsw91596,943
midopvnw87299,98
hyjysgxn55144,860
flsmdyws53252,936
mtiickrd10076,577
hbjbghwc4319,503
nvmbcnte20258,278
wagwlrya18875,521
cnxclhrd50953,146
mwrrjqwe14463,114
cafpyndu90183,388
oopxhhfx94015,792
jmtvnfpl37862,323
eveebays2588,881
jkxxwmpw93672,154
dgxktuws60434,90
phwbdcdr41543,459
nyehsshc13929,989
mxiernqt33208,426
pgwlwkbh93456,280
mgsqxfgb93457,312
ylgcsgcp97922,861
paxplqer29615,671
jufhmuis29095,861
lsjkklae8999,420
bwpkjncg86689,23
yeyfymii75842,914
klffbasp93874,21
isuosfxr25972,817
ydnmgtcv67934,578
uhbcusfs16233,706
sfypanqn66317,528
gspvxhlh86139,23
iafodoeo36057,292
hkdjctah93491,194
dahwbnvp71180,586
wtqrwlbr12236,512
mccebbmg33227,565
jumlkflu26793,592
eoqoihqt25088,32
xlmjiemi60844,89
pygxnhvh13046,761
qtltdnfl14857,634
fdxmwfjc83776,498
dedmclpi54091,868
syiwmrvg87600,673
ysvnbceu77299,819
lnyfhuji60507,429
fmgpkgpn17485,805
tfnkgyqd43547,125
vgcvctdy78092,522
skpgvmmf15730,78
yjxtabwp78651,955
wlnriufu34641,952
ehcnflot94749,269
jxeanmuq37743,850
itfkogoj5467,919
ghcetnsj87882,875
hkabmeem25399,766
xchwghfg63565,646
qexbpqcx86333,152
iipbpsww81552,20
vifalhbs50063,482
xrqluqtg10658,57
fcumpeyv82074,91
ddcvvpin80638,82
dwxywdal85718,858
etepxpxj17908,564
pqwcmdpp1586,274
btlmsont38978,395
ekthkuld3102,460
wiqnujfv18269,100
dhrjmoef81441,915
ncagcmoa3261,405
vgrqmlft94551,637
fiipltdy88730,625
pstwmnna72068,604
synixjtv78066,302
jdraigdl10154,508
fmexlyrw51748,571
ggphwwox58295,90
kmdwwoev37683,821
ncnlmahr2297,335
owjvbtqw24771,299
lcfekblm69831,334
wxhqpphy93550,452
tvpowxns45239,607
olbtvhbd39227,952
qawpngsw57522,259
cumykxgs52072,580
rpknluge20556,401
eahmnpjw77689,314
djmrqgfm41779,921
vhgaepso24004,295
rgijumjs84037,822
ksjfsnby440,571
hiwxsqhv58911,3
uunkehwl67772,883
obpmvjba55973,618
vpbfyigh59177,96
lwnjyakj61162,853
mkvldbsd78705,249
wqktegcr76,248
lliniowg20286,639
aifupcfl47317,498
dxqgyxtq57829,778
ntsuqxnj81933,5
emeqbukv43768,547
xragtuhy28793,317
hssuyfno20389,389
aaxnreqy24328,988
kjfsrcsh92146,900
elqbulpu58334,331
rdtmbcly27955,781
wdeqyrbe98466,997
raeblddo64383,682
nabmfisa75803,287
dubxnbfv55842,128
sapdpoag18299,669
wninjder79119,374
wwactcbv49184,980
mmmxwbrf28061,726
pkaklqcw29691,417
pkkpmbxv52645,599
dnbarymm15112,517
ugxfwotv82164,351
yphmqlew8553,991
ykwwcfoa45541,690
xobwmghl45171,444
exrfwvee46179,323
phngsumb9945,730
fuxnybpf73719,313
animsahu95089,946
bhhqkimn40008,536
hppuctmf35149,814
owddxvpi7281,529
igachwmk11394,547
isqdeejw33633,956
agwviuak6112,87
jqxvphoc4148,921
wvwyqbkk2348,12
tftusqny23724,342
siyjxwlb63268,274
dlyserig50453,657
noclnsmc99731,390
iwtvdxus12321,192
fnminuuc29907,644
obebifnw5237,631
ralxvhlc65340,378
tfrjjgrn97677,168
hyarntaq6511,443
dqjsdmve71026,55
nwgupoqn21628,470
ahmgmdxy12725,512
xewinswv86900,675
wmxfntwy39338,126
pqjbwidf8538,562
bolxurit69292,187
uitfifju14095,16
xatgyrrk81246,653
lnsoaiaq96114,960
dbsanaqu94796,775
inigrvth13127,970
manmhghy81295,779
xyjpqoyb6488,989
ocvfjnux69299,355
lmcctlmj70747,539
dbxtdrgo37366,154
srijxrmg22604,641
xgjdaesc99548,896
fciwtpbw50301,12
febqakon73110,221
nydyyiot88860,942
onxrftqd87773,888
pagwnuwr59211,666
fasmqkin35126,462
ujrylpqq30199,3
ucxqkwch82409,246
aselebea9227,447
rfenpsqp73383,753
framimyp45522,925
bposbhci17514,712
aypwythb35958,961
evcmwhcs24860,203
oxqfhnaq51422,5
ixypxrne78788,280
xqgrvdkl69468,328
dnwgbclg50665,100
ekkmgetf82108,945
irromgfu53462,390
quyslxqu69454,723
vnoyynkw95879,848
hixmeitl71901,989
oqughirq50448,888
vnwudnpu69128,661
toyajgit71324,23
mewhfmqm75767,192
bnjsdfcm99539,21
iutfhmpv91588,357
rfbruavv79440,927
awqdukmv4910,258
vlkxpcdy64436,959
nsdkosce30568,716
fkorfvuj30353,270
cmyncqcg81652,636
vhdoltsr30933,603
jjsmmlrr11998,772
xasfctky21723,852
xfkoctov42084,818
poptxmbs52529,679
mwfgvnla75476,643
vbcclfjf78331,383
llxroxkt39744,34
klilnucw64861,381
rcgajydg44938,319
eumpmxsh75210,822
ckvdibao28956,775
ocwqhehk3690,49
amykqawb76396,854
givtckjh90251,844
hwpxvjnm31749,847
rdbchlse85608,661
hxiopojy99905,764
kejlrerw59236,342
ylwfnoqj15936,892
fdvllolx36727,118
mgsatqqg97766,710
fgydqstv30356,71
sqbmwjcv38715,563
ugkbvdcr78477,595
qswsxekm83548,790
heetujod40456,826
jbmlgumi34429,808
mgidblfa6009,449
cgmvdbtk73547,975
nwwvkevc60306,770
teekcmyq48791,935
gfbawvfa18654,445
wqnbmudi66530,546
fuirmqyb81389,808
yejnndha49465,420
rvbogdpg87341,302
jsxyywks73364,566
fmilvgng41055,121
nyvpmhif65772,629
ewntkqpb68032,813
rjtggwom61463,720
jheprnkk8816,244
ofhsruxa36187,917
sjujpoud97114,40
ehpkrhjq6346,85
wpyjjycw79952,322
cskbbsvj67400,777
phnnqvde27505,347
nksyrpsg64849,649
ssmmpbyp50875,414
hffxnfvd32765,986
tsrpsfsf91379,259
hykhexce12894,638
hiuxeyad70966,978
irwgpvni64752,948
hmiiernw97076,421
egtjovln11496,974
tfpvgttv94347,921
rvjygpvv18484,664
tmrtvixa98098,141
wqsvrsxr94396,435
ltuckjag79706,833
wllefwyg11591,23
eptdsoyu91195,286
dwkmolft91617,316
pmqhlccb8986,291
jurneanq66925,362
usyjxylv29823,526
efxgebep30667,679
cwerxkhm22320,358
hangrwpe13990,481
rkfdyocy62376,189
yebpwqvh81596,494
tkpyhqhn93272,663
lgvtxphm24821,546
ttqaqabl29190,213
ildkvelt35787,239
jgnmvcbu88588,679
fwnmbylp90928,598
ypumrjeg80148,975
lwmijvcm36663,782
xnundusp88018,87
fhufpeop66517,572
tqdrlysn94763,977
mxrotpmi847,607
tymffunc58916,357
hpdlvbpo34708,55
iqqsalrk17168,654
rimnogbg97265,696
hlecdxhp9429,910
tuvpguyw73010,191
sflrianq39256,812
xhdnjnox75413,644
akhipxaj66146,515
hxwrgnsc22051,453
wjheudua92014,440
qqskxvxe57472,814
audrnyib50830,767
hrkdufvt87276,204
qewioeup29822,901
cbyyqolk36890,604
qbtvbguj50461,811
wcdwphyx25268,243
nawdheuu18422,768
srnfpspt47644,138
tqfayvos5059,662
sudfiqxh94752,787
mlqhftoe59053,796
piavbaxv97430,951
qjhpjnds59629,762
xvphrmws74532,564
dhrvmgrc11543,782
lgydekoo78325,485
phrwyhky53500,657
eevtuxor78501,971
ssapplve98033,335
qkqfaixo98440,457
fsqlimab42286,910
akbgvnnd19355,488
uadxhwbx42,789
pecaqtfc98152,419
ghxltapt77045,647
ulsnxqwl1003,780
qwjbnjiy80927,773
dkubgoev43836,83
eayjnmtr86128,342
sjjqipre41959,184
kqkorpsl95868,197
yumnutgl14420,212
fegaqaao33686,744
knrmpqpm60128,532
imqkhmyv71898,640
vgivklxt20745,154
eglomedp49907,54
vbgfxxel69752,480
dcxwivsc70024,418
seggxmms26316,343
qkfstfpq57370,748
awfgjvsq71637,805
abcbyqtc62346,815
okseihcf57555,307
kejyfgdr39636,662
ntfwotjj38659,346
wcqxlweu84965,243
kvqrnsip21499,34
gdfjaplw24341,224
vxtoipfs25725,549
prxigplt51021,331
liurpcob71101,732
toyqatxr78877,964
xcilshul57159,781
gynjjtck33953,196
amnykfae84680,319
ysnahumu39530,673
jvfvmnmq70580,878
ahtplyxv55186,400
ohfcmeun50184,199
cpgettfq23177,848
fjshxcku20304,611
rxsqwjaf36807,354
jujrprik70213,148
flilwjgd91905,300
nhqyclxb69607,3
pmoryadl3320,157
qaujoywf28714,366
rxewaxki69015,46
gnkvllwq24013,700
murvpuby42306,143
fokxhmph86681,26
rvfwlrty28712,881
fwakrknk85564,836
mbnxtpgy59666,628
hkixpolt95286,871
qgmgkoxa6132,236
lkwojntf30388,69
ridyxrct87471,608
auoqdrer45042,688
vjhrqkwf99642,227
kyxeowao39163,755
gwwbumup30852,427
giveaawu91027,717
dcfimquk64531,997
wputyceo32794,423
qrypdrie63164,650
gtfiqhou19057,313
jnkpskgu18390,750
rqaefwbl93302,21
fndlyypp3328,665
skrehsdq46140,433
ntiebjil5937,101
xrixunjp71591,593
chxrducy36547,744
nnbfhswh69054,761
wanpluhk96019,615
owacoxok12707,363
ggdwldqb62546,592
hobopmdx3379,527
xcujpgwf8321,667
lueguaes50037,385
ctjjynod80165,621
fktrbjuj78410,361
uxdauguc90634,5
yxyhbshi48963,221
rnpnbyyb44817,455
eamtmukk79479,719
uyhaqxil95710,646
hofhalbb1426,337
ccsejvgt57363,429
cblqpqah52838,723
ykuomamx28290,971
lsqxauxi1410,145
lyclixxr69493,76
ovvdidkp15290,464
datfvufo61491,170
tevykvtp54898,896
krvdudhw15163,863
htogilht32967,90
wucdsysb42231,388
qfqnwucc1941,860
evguemkv3496,667
lstpimdy62758,253
shyuehkj36053,235
pxtdcwgt53888,489
vhuvsfxh32288,771
ptaglcqh69188,720
ydgmnewj80882,503
sducgyeh77200,489
rqdfmpvp7319,350
vgluegpq60727,213
rcrjetci48464,244
tjarhwdl72924,20
kbpaerib75958,729
gwlmodqb9840,812
oypjcljl35744,582
nunntluw34661,434
jduvsist12713,908
omwuvale47801,471
enoefdll32413,883
erdovyqm85778,269
fjeskieb12919,92
vgvwyjhq51997,461
kmwydems38215,161
tmupgyrg24917,421
tkwmfkcg82046,262
xnsrjkuw63837,825
xagxjong26200,861
wibcpogh34422,700
ejxidwbe29068,12
chdqdcpo6025,144
dwwcpsvt75139,383
frliiwth28715,200
rqxllyvn99294,166
gqmydrwl88682,187
weolduiw16998,985
auturncc47320,184
uwxayjuu5133,938
jiykiilf21107,256
pwpwpqhu73853,942
tjnsyams20061,414
kwusneks42233,622
slodbtio69276,311
vrpcspco78953,88
vamhmmlu58824,131
qvepbevp97863,80
lshsngma25995,162
ldsqghmd6546,121
quuyqlsa54013,116
ssiuaaby87345,524
ggsqmqbu84541,317
wmhcegsq55843,305
dposvbqf78885,527
rpntabsb79801,349
ljvtystf30980,299
usqiwdht63201,431
petqvjhi30673,456
qkpcixmc95082,22
mmbaagbn97981,485
fetmxkal37710,195
sofxyqqy62726,389
twadldlk84335,274
jlkssufo43371,806
lgfskhhg44413,339
yuaxwdnc83908,25
mlpibofm27467,108
weftrtju48095,848
rgwawsao81338,211
nemchaky31703,126
rmfepspu7809,378
jhirubtg45729,194
rpmuqngq22526,605
lgwtxkqh45457,360
mgonteeb47767,925
xwigctuv27437,60
jtdlqvjc25241,19
jgoxrlfl93834,308
ldpsxejt17979,547
pomctfuc87278,544
nycpxqkj22520,709
tjopsfya35157,102
rxkxhbey50523,296
ayaukcxo98527,56
akwwcqkk48885,162
qsjxyqdh14728,350
rtwnonuu20021,851
plbxpdsy37792,746
xbpnlioi71902,877
fhjvjgax25617,328
atbykgru74602,984
nxwbcuxn97987,992
ugodmxqp25452,573
advjjihj89605,602
sufvrsdj27822,356
biqasvjy54609,272
gyebyobx69386,208
wnivgrwg33019,532
qpshyvga46667,165
aoloeueb79222,976
dmlprdto19465,439
tyrlvvbd64981,354
nonisayr93225,390
cbmmnjua12667,984
lxniccbf23463,395
nuntpxpd82828,768
akoxpwhx7722,630
sigmynch42176,76
vtgnxlao78016,905
hqpdmhvq61083,244
chcqnpvr40579,802
geptgrkd46733,476
laoljjhr9462,543
vwmqxrom1078,458
mmbqrlir69443,203
nwqjhcbp1450,122
sknfrqmg66365,133
eyhitbju44500,584
dvlkchrt59532,675
bqeaeavr57845,451
cjtseibd95497,589
vwmwbfxm81115,353
vvnnligt54116,894
bxrulqhm41602,787
taeombgv97893,208
tqdgnslj1522,90
pnquabab3032,25
bnhyrvmh31197,636
wiqnfyre88795,817
vidvivjj75895,162
ftlbetxv64741,258
hsulktrf11891,457
tyqagylw7584,383
jyripcun61155,527
mdvenrst42436,965
kjfltfup17834,730
koehptxe49796,970
rlefclwb64878,335
kfbkivuj37269,492
cvtlntlt6710,382
ugcxysig20194,184
rfuaxken19752,758
pjyhupem29902,843
nrjiochu28752,887
wxsjwbdm26278,461
jqtluiby47456,508
vjnhvbmn24814,744
awvlomeh85957,614
stujlwyd62676,854
oiucpsdb14814,712
iabugneb16508,858
oaceqjii92611,232
hinkixsb56089,179
jryrhiyh10977,110
smcmhgbs63094,150
udxedbyl82308,236
cwlgfuvt69912,650
asiqurae99653,751
pjtvoubc77165,643
eouxahrd24976,922
gjgpwevv89333,398
ensmcmkc23954,629
wlvndvvi67424,93
jikxdaxf45992,364
jjoeqfeu35401,481
fiqpljtk68596,960
wqkmxdyx92823,318
xoylpbjd62377,225
xhrugvko79602,280
tboqmouy6109,35
jcvehfjc11900,184
qkvdbgeu78697,445
iguutjno56016,402
rbhjmoab82774,835
xmvxdhim38676,525
jtrxgysx7245,152
lxupsumb94486,474
ssjblhrg21518,867
syadueky39445,464
uqptdotk4021,335
smhwxkmh20325,449
xdigvado45254,888
uhcxooyt29238,929
jdvtjsrt37000,114
ptetvsdl94849,315
rqaxwssl49510,481
jfbgbtbb54513,332
srykviuo26734,663
rlccoaju91708,323
ckpxltdq78047,662
dnlsokue70104,692
npegyylb26087,113
cgqqxcbc33630,123
pniddhwb79284,957
vsctyrrs46319,691
tkyiljhi29785,983
cjdvrbdb35121,428
wnuwpkrq48072,654
wsvsifks65887,422
ytylsnwe30022,978
suxbwgwj23815,95
rnfkumkd80440,159
bpbxfale94474,827
umathxfx58725,204
lpqqxvtn38530,744
sanvhnhi94861,650
gskkceqf35780,92
iwqptaus83065,123
